,content,date
5322,"Similar to on premises, you can use existing SQL Server licenses to bring your own license (BYOL) to Amazon Elastic Compute Cloud (Amazon EC2) shared tenancy, licensing per instance with a 4-core minimum.",2022
5323,SQL Server licenses—with or without Software Assurance—can also BYOL to Amazon EC2 Dedicated Hosts.,2022
5324,This allows you to license by host or per instance.,2022
5325,"To license SQL Server by host, license the physical cores of the Dedicated Host using SQL Server Enterprise.",2022
5326,Doing so will cover all SQL Server instances deployed on that host.,2022
5327,"For Windows Server, bring your existing Windows Server licenses to AWS and license the physical cores of the Dedicated Host.",2022
5328,Note that Software Assurance is not required here.,2022
5329,What licensing options do I have with my SQL Server workloads on AWS?,2022
5330,"If you are carrying Software Assurance on your SQL Server licenses, you can upgrade to a newer version of SQL Server that is still in support.",2022
5331,"If your database cannot be upgraded past SQL Server 2012, you have the option to purchase Extended Security Updates (ESU) through Microsoft if you have active Software Assurance.",2022
5332,"That said, ESUs are very expensive, require an annual commitment, and are approximately 75% of the license cost per year.",2022
5333,The whitepaper discusses this more.,2022
5334,"If you don’t own Software Assurance or the license itself, another option is to use SQL Server License Included (LI) through AWS.",2022
5335,SQL Server LI is more cost-effective since it doesn’t require you to pay for the full licensing cost upfront.,2022
5336,"Instead, you pay per-second licensing on a subscription, with the option to turn the license off at any time for no additional cost.",2022
5337,"For AWS LI, ESU is also available for purchase from Microsoft.",2022
5338,"Most importantly, we encourage you to leverage this opportunity to think about the future state of your business and take action to optimize your SQL Server workloads.",2022
5339,"AWS provides a variety of flexible options to migrate and modernize your SQL Server workloads, each with their own unique benefits best suited for your situation.",2022
5340,Are there limitations when migrating my SQL Server and Windows Server licenses to AWS?,2022
5341,The software licensing rules for SQL Server on AWS are similar to the rules for on premises.,2022
5342,"Microsoft requires active Software Assurance to enable License Mobility, which allows SQL Server workloads to move between physical hosts on premises, as well as run in shared tenancy on AWS.",2022
5343,"However, Microsoft is becoming more restrictive when it comes to Windows Server licensing.",2022
5344,"On October 1, 2019, Microsoft implemented a rule change that states:

Customers cannot bring any Windows Server license purchased after October 1, 2019, to AWS or other non-Microsoft public clouds; and

Customers cannot bring any Windows Server license for versions released after October 1, 2019, to AWS or other non-Microsoft public clouds.",2022
5345,"Despite this rule change, 96% of our customers own legacy Windows Server licenses that still give them BYOL use rights on Amazon EC2 Dedicated Hosts, leading to significant cost savings.",2022
5346,Can Evolve help customers who want to migrate to AWS with their Microsoft Enterprise Agreement renewals?,2022
5347,"Yes, Evolve has helped hundreds of customers realize significant cost savings when moving to AWS upon renegotiation with Microsoft.",2022
5348,"One such example is a prominent Fortune 500 financial services company, who moved 10,000 cores of Windows Server to AWS using the BYOL option on Amazon EC2 Dedicated Hosts.",2022
5349,"At the time, the company was 6 months away from its first Enterprise Agreement (EA) renewal since Microsoft had implemented the October 1, 2019 use right changes.",2022
5350,Microsoft informed the customer that they didn’t have BYOL rights to AWS and that they needed to convert their Windows Server perpetual licenses to a subscription model at renewal within the next 6 months.,2022
5351,"Had this customer moved forward with subscription licensing, they would have spent over 2 years defining their cloud strategy, gaining internal support, and getting the necessary budget—only to unknowingly forfeit all BYOL rights on over 10,000 Windows Server core licenses.",2022
