,Text,is_long,ESG_Category
14168,"hosted in the Planetary Computer We are continuously identifying and onboarding highvalue, openly licensed datasets for broad usage in the Planetary Computer.",False,Environmental
8761,By connecting your ESG data with Microsoft Fabric you can turn volumes of sustainability data into meaningful insights and progress.,False,Social
18351,"As an adherent to the UN Guiding Principles on Business and Human Rights, we join with other businesses in embracing universal principles that help shape our business strategy and operations.",False,Social
464,"If these data sets aren’t sufficiently broad, then companies can create A Is with biases.",False,Social
4029,"These savings are attributable to four key features of the Microsoft Cloud: IT operational efficiency, IT equipment efficiency, datacenter infrastructure efficiency, and renewable electricity.",False,Environmental
6419,Get news and updates.,False,General
4369,"Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Technology and Operations services and Accenture Song — all powered by the world’s largest network of Advanced Technology and Intelligent Operations centers.",False,General
12077,This is how we can move past many of the quality challenges prevalent in the market today and take CDR to scale.,False,General
3021,"Microsoft Azure Stack Being the original, tightly integrated, hybrid cloud has given Azure Stack time to mature and evolve into the broadest portfolio of distributed cloud products spanning multiple scenarios, namely: Azure Stack Hub for data centers via rackscale systems of four to 16 nodes.",False,General
10424,Strategy and business building for the datadriven economy:The best of the best: the portal for top lists & rankings:Get quick analyses with our professional research service Directly accessible data for 170 industries from 150+ countries and over 1 Mio.,False,General
3789,"For Earth Day this year, let’s recommit to protecting our planet.",False,Environmental
7861,"Microsoft values its partnerships and the industryspecific solutions partners provide, and we’re honored to highlight many of these changemakers at CERA Week 2024.",False,General
4237,"Costco practices conscious capitalism in several ways, but the retailer's treatment of employees is particularly noteworthy.",False,Social
16012,"With over 3.5 million Microsoft shareholders, using both direct dialogue and onetomany communications are necessary to reach all shareholders.",False,General
18631,"We continued our support of global campaigns such as Safer Internet Day, Data Privacy Day, and National Cybersecurity Awareness Month to raise awareness among consumers, government officials, and organizations.",False,Social
1047,Hyperconverged infrastructure has become an increasingly complex segment of the data center architecture market over the last few years.,False,General
8607,"This partnership is anchored in a power purchase agreement (PPA) to utilize electricity from Apex’s Wheatsborough solar project in Ohio, signifying a landmark in renewable energy initiatives and environmental justice.",False,Environmental
